103.606,149.210,184.907,397.748,697.305,2345.75,9096.78
104.374,150.392,184.162,397.748,667.080,2319.70,9111.75
104.182,149.604,184.535,397.748,686.726,2337.07,9098.22
103.990,149.210,185.280,395.110,694.282,2328.39,9078.54
103.798,149.998,185.653,399.067,691.260,2345.75,9074.31
103.894,149.998,184.907,397.748,674.636,2328.39,9060.79
103.894,149.604,185.280,397.748,661.036,2328.39,9073.36
103.990,149.604,186.398,396.429,679.170,2328.39,9074.18
104.182,149.210,183.790,392.471,677.659,2337.07,9067.37
104.182,150.392,186.398,400.386,691.260,2319.70,9094.28
104.086,150.392,184.535,396.429,695.793,2319.70,9126.88
104.086,149.998,184.535,401.705,674.636,2328.39,9092.03
104.086,149.210,184.162,392.471,682.193,2311.02,9080.17
103.606,150.392,184.907,396.429,662.547,2319.70,9106.76
103.702,149.210,183.417,401.705,671.614,2319.70,9079.55
103.702,149.998,181.926,400.386,682.193,2328.39,9080.88
103.894,149.998,183.417,397.748,671.614,2319.70,9091.65
103.414,149.998,183.790,397.748,667.080,2328.39,9105.88
104.374,149.998,183.044,400.386,665.569,2328.39,9109.34
103.414,149.998,185.653,397.748,676.148,2328.39,9088.30
103.702,150.785,183.417,397.748,664.058,2337.07,9087.71
103.702,149.604,184.535,404.343,651.968,2337.07,9061.09
103.702,149.998,184.162,391.152,680.681,2363.12,9077.15
103.894,150.392,183.790,403.024,664.058,2371.80,9074.38
103.510,149.998,184.162,400.386,680.681,2371.80,9101.62
103.894,149.998,184.535,404.343,686.726,2371.80,9097.57
103.126,149.998,184.907,400.386,685.215,2371.80,9074.18
103.510,150.392,185.653,405.662,677.659,2371.80,9050.19
103.126,150.392,183.790,403.024,670.103,2371.80,9061.73
103.510,150.392,184.162,395.110,661.036,2363.12,9046.68
104.086,150.392,184.535,397.748,665.569,2354.44,9051.70
103.510,149.998,184.162,403.024,665.569,2363.12,9070.85
103.222,150.392,184.907,400.386,682.193,2345.75,9062.01
103.414,150.392,186.398,401.705,682.193,2354.44,9021.51
103.318,150.785,185.280,392.471,664.058,2363.12,9033.90
103.318,149.998,185.280,395.110,677.659,2354.44,9079.66
103.798,150.392,186.771,396.429,680.681,2354.44,9082.31
103.318,149.998,185.280,396.429,679.170,2337.07,9095.09
103.126,149.604,186.771,399.067,670.103,2345.75,9095.28
103.990,149.998,186.025,401.705,685.215,2345.75,9088.55
103.222,149.998,186.398,396.429,661.036,2319.70,9107.92
103.798,149.210,186.771,393.790,677.659,2345.75,9135.55
103.030,149.604,184.907,397.748,686.726,2328.39,9094.60
103.222,149.998,186.398,399.067,679.170,2302.33,9108.78
102.838,149.210,185.653,396.429,677.659,2337.07,9096.72
103.414,150.392,185.653,395.110,668.592,2345.75,9130.33
102.742,149.998,185.653,397.748,689.749,2345.75,9085.33
103.318,149.998,184.907,403.024,674.636,2328.39,9091.84
102.646,149.604,188.261,397.748,676.148,2328.39,9080.38
102.934,149.604,186.025,397.748,680.681,2345.75,9083.32
103.222,149.210,184.907,396.429,685.215,2354.44,9080.80
103.510,149.604,184.535,397.748,673.125,2363.12,9102.02
103.414,150.392,183.790,404.343,673.125,2354.44,9077.58
102.550,149.604,184.535,395.110,676.148,2337.07,9045.79
102.550,149.998,184.162,397.748,654.991,2354.44,9032.41
102.838,150.392,185.280,403.024,673.125,2345.75,8993.45
103.030,149.998,186.398,400.386,673.125,2345.75,9028.75
102.934,150.392,184.535,392.471,673.125,2337.07,9040.79
102.742,149.998,183.417,393.790,677.659,2354.44,9037.68
103.318,149.998,186.025,392.471,651.968,2363.12,9042.64
103.318,151.573,186.025,393.790,659.524,2354.44,9041.64
102.742,150.785,184.535,396.429,686.726,2354.44,9030.39
102.838,150.392,186.025,393.790,661.036,2345.75,9028.90
103.798,150.392,185.280,389.833,676.148,2345.75,9054.54
103.414,150.785,186.771,391.152,673.125,2354.44,9060.35
102.838,149.604,185.653,396.429,668.592,2354.44,9057.55
103.222,150.785,186.398,395.110,670.103,2363.12,9059.70
103.414,151.179,185.280,392.471,671.614,2345.75,9025.63
103.894,150.392,183.417,396.429,676.148,2371.80,8997.57
103.510,150.392,184.907,400.386,692.771,2380.49,9030.06
103.030,150.392,184.907,399.067,686.726,2354.44,9012.84
103.414,150.785,186.771,397.748,667.080,2380.49,9069.75
103.318,149.604,184.535,404.343,680.681,2354.44,9061.52
103.990,150.392,186.025,393.790,674.636,2371.80,9070.91
103.510,149.998,187.516,400.386,664.058,2354.44,9119.18
103.798,150.392,184.162,395.110,665.569,2354.44,9098.79
103.798,150.392,183.790,397.748,674.636,2354.44,9097.22
103.702,150.392,184.907,401.705,682.193,2363.12,9065.30
104.086,150.392,183.417,399.067,673.125,2363.12,9080.92
103.990,151.573,186.398,400.386,677.659,2354.44,9047.09
103.894,151.573,183.417,393.790,654.991,2363.12,9065.18
104.374,149.604,184.162,403.024,682.193,2345.75,9021.83
103.606,151.179,183.417,401.705,673.125,2363.12,9013.46
103.414,149.604,186.025,399.067,674.636,2337.07,9074.25
103.414,150.785,183.790,393.790,679.170,2363.12,9026.54
104.086,150.785,184.162,396.429,671.614,2354.44,9052.02
103.894,150.392,184.907,399.067,659.524,2345.75,9054.38
103.990,150.392,185.280,399.067,674.636,2363.12,9063.29
103.990,151.179,184.907,403.024,679.170,2354.44,9029.59
103.990,150.785,184.907,399.067,661.036,2363.12,9006.88
103.702,150.785,181.554,397.748,682.193,2354.44,9066.88
104.086,150.785,185.653,401.705,665.569,2354.44,9064.51
103.510,150.392,183.044,404.343,682.193,2363.12,9071.08
104.182,149.998,185.280,401.705,697.305,2354.44,9076.19
103.894,151.179,184.907,405.662,685.215,2363.12,9042.71
103.606,151.179,185.280,404.343,688.237,2363.12,9020.58
103.126,149.998,187.143,399.067,697.305,2371.80,9046.09
103.702,149.998,183.417,396.429,685.215,2363.12,9051.26
103.126,149.998,186.025,403.024,692.771,2380.49,9064.17
103.798,149.998,186.398,403.024,679.170,2345.75,9064.17
103.222,150.785,184.162,405.662,667.080,2371.80,9070.44
103.318,151.179,184.535,406.981,698.816,2363.12,9061.45
103.798,150.785,186.771,405.662,670.103,2363.12,9024.07
103.606,150.392,184.907,404.343,680.681,2363.12,9046.42
103.606,151.179,186.771,401.705,685.215,2371.80,9049.70
103.318,150.392,186.771,406.981,685.215,2345.75,9043.81
103.894,150.392,187.143,399.067,686.726,2354.44,9067.80
103.798,151.179,184.907,405.662,679.170,2363.12,9075.54
103.510,149.998,186.771,401.705,688.237,2363.12,9092.11
103.222,151.573,183.417,399.067,676.148,2371.80,9088.48
103.798,150.785,187.143,404.343,676.148,2363.12,9072.12
103.606,150.785,185.280,401.705,670.103,2345.75,9026.98
103.702,151.573,185.280,404.343,667.080,2345.75,9017.77
103.606,150.785,188.261,401.705,685.215,2363.12,9081.05
103.318,151.573,185.280,400.386,694.282,2337.07,9062.00
103.126,150.785,186.398,406.981,670.103,2337.07,9079.92
103.990,151.179,185.653,403.024,671.614,2337.07,9062.18
103.798,151.573,184.535,395.110,679.170,2345.75,9052.56
103.510,151.179,185.280,406.981,679.170,2337.07,9112.18
103.606,151.179,186.771,405.662,674.636,2337.07,9079.02
103.510,151.967,185.280,401.705,676.148,2337.07,9094.94
104.278,151.967,185.653,404.343,695.793,2354.44,9059.17
103.798,151.967,184.907,403.024,695.793,2345.75,9073.97
104.182,151.179,186.025,404.343,665.569,2363.12,9075.58
103.702,151.967,185.653,404.343,670.103,2345.75,9082.21
103.606,150.392,187.143,409.619,656.502,2354.44,9064.64
103.702,151.573,184.162,408.300,670.103,2354.44,9060.81
103.510,151.179,186.025,400.386,683.704,2363.12,9053.51
103.318,151.179,187.143,401.705,686.726,2354.44,9072.23
103.798,151.573,184.907,404.343,680.681,2354.44,9107.71
103.702,151.967,184.907,404.343,692.771,2363.12,9088.85
103.606,152.361,185.653,409.619,674.636,2354.44,9119.13
103.990,151.967,185.653,404.343,679.170,2345.75,9093.25
103.414,150.392,187.143,410.938,683.704,2363.12,9109.03
103.798,151.573,186.398,406.981,676.148,2354.44,9057.19
103.030,151.573,185.280,404.343,679.170,2363.12,9022.03
103.798,151.573,186.025,406.981,680.681,2354.44,9088.29
103.414,151.573,184.535,406.981,679.170,2363.12,9049.41
103.606,151.967,185.280,410.938,664.058,2354.44,9073.15
103.030,150.785,186.398,409.619,673.125,2354.44,9027.97
103.222,151.573,187.516,403.024,679.170,2354.44,9076.08
103.510,151.573,187.143,406.981,650.457,2354.44,9080.33
103.414,150.785,187.143,405.662,668.592,2354.44,9090.19
103.318,151.573,185.653,403.024,688.237,2380.49,9055.33
103.030,149.998,186.025,408.300,676.148,2363.12,9060.66
103.222,150.392,184.907,406.981,692.771,2345.75,9052.35
103.510,150.785,186.398,408.300,670.103,2345.75,9073.96
103.222,151.573,186.025,408.300,680.681,2354.44,9040.51
103.414,150.785,186.398,405.662,688.237,2337.07,9093.04
103.126,150.785,184.907,408.300,667.080,2345.75,9091.48
103.222,149.998,186.025,413.576,673.125,2337.07,9081.42
102.742,151.179,185.280,408.300,683.704,2337.07,9052.20
103.702,150.392,185.280,408.300,674.636,2354.44,9074.98
103.414,150.785,186.398,413.576,677.659,2354.44,9049.12
103.222,150.785,186.771,405.662,671.614,2363.12,9057.15
103.222,151.179,187.516,410.938,691.260,2345.75,9060.40
103.606,150.785,186.771,412.257,683.704,2363.12,9056.85
104.086,150.392,187.888,409.619,695.793,2363.12,9061.31
103.702,150.392,186.771,409.619,685.215,2380.49,9061.97
103.702,150.785,185.653,416.215,682.193,2380.49,9025.36
103.510,149.998,187.143,412.257,697.305,2371.80,9059.99
103.798,150.392,187.516,413.576,697.305,2371.80,9076.31
103.702,150.392,188.261,412.257,694.282,2380.49,9099.74
103.702,150.785,188.634,410.938,688.237,2363.12,9067.65
103.702,151.573,186.771,408.300,680.681,2354.44,9067.32
103.606,151.179,187.516,406.981,685.215,2363.12,9077.67
103.798,150.785,187.888,409.619,680.681,2354.44,9095.68
103.894,151.179,188.261,414.895,688.237,2363.12,9048.75
103.702,151.573,189.752,405.662,677.659,2371.80,9081.84
103.510,149.998,189.006,409.619,679.170,2354.44,9060.46
103.414,150.392,188.634,414.895,692.771,2363.12,9081.32
103.798,150.392,189.006,408.300,691.260,2371.80,9032.55
103.798,150.392,186.398,408.300,683.704,2363.12,9066.16
103.894,150.785,187.143,404.343,680.681,2371.80,9037.72
103.510,149.604,190.497,408.300,680.681,2371.80,9045.96
103.510,150.785,189.379,412.257,686.726,2371.80,9033.00
103.126,150.785,190.869,408.300,674.636,2389.17,9026.56
103.318,150.392,188.634,409.619,667.080,2371.80,9068.74
103.990,150.785,189.006,403.024,674.636,2389.17,9096.24
103.510,149.998,187.888,410.938,680.681,2380.49,9085.49
103.510,149.998,189.379,410.938,674.636,2380.49,9059.04
103.510,150.785,189.379,410.938,670.103,2397.86,9061.72
103.126,149.998,190.497,413.576,691.260,2406.54,9075.79
103.798,149.210,187.888,406.981,688.237,2406.54,9074.34
103.414,150.392,188.261,409.619,676.148,2380.49,9043.41
103.606,149.998,190.869,412.257,679.170,2371.80,9095.39
102.838,150.392,187.143,404.343,673.125,2380.49,9056.81
102.934,149.604,188.634,412.257,692.771,2371.80,9073.80
103.222,149.998,187.516,412.257,688.237,2371.80,9069.90
103.702,149.604,188.261,408.300,676.148,2345.75,9062.17
103.318,149.210,187.888,412.257,679.170,2345.75,9043.61
103.414,149.604,188.261,408.300,670.103,2345.75,9078.61
103.510,149.998,188.261,404.343,683.704,2337.07,9089.25
103.126,149.998,185.653,409.619,679.170,2345.75,9060.74
103.318,149.210,186.025,405.662,686.726,2345.75,9083.61
103.222,149.998,187.888,412.257,659.524,2354.44,9096.24
102.934,149.604,186.771,406.981,674.636,2345.75,9093.59
103.126,149.604,188.261,410.938,686.726,2363.12,9092.13
103.126,150.392,187.888,399.067,701.838,2363.12,9028.02
103.222,150.392,187.516,406.981,689.749,2363.12,9037.61
102.646,150.392,187.516,405.662,689.749,2363.12,9070.28
103.414,150.392,188.261,405.662,691.260,2363.12,9012.55
